uid,sessionID,timestamp,query,docid,url,SERP_rank,SERP_page,retriever_rank
Participant10,24cce0de-96b4-41eb-bd43-110c3e25313a,2026-03-11 16:06:54.058000+00:00,what do pigs eat,4790,https://www.commonlit.org/texts/the-three-little-pigs,8,1,8
Participant10,24cce0de-96b4-41eb-bd43-110c3e25313a,2026-03-11 16:06:54.058000+00:00,what do pigs eat,4492,https://www.commonlit.org/texts/the-sheep-and-the-pig,9,1,9
Participant10,24cce0de-96b4-41eb-bd43-110c3e25313a,2026-03-11 16:06:54.059000+00:00,what do pigs eat,2513,https://www.africanstorybook.org/,10,1,10
Participant10,24cce0de-96b4-41eb-bd43-110c3e25313a,2026-03-11 16:07:14.592000+00:00,what do pigs eat,2995,https://freekidsbooks.org/wp-content/uploads/2020/05/FKB-Stories-A-Butterfly-Smile.pdf,1,6,51
Participant10,24cce0de-96b4-41eb-bd43-110c3e25313a,2026-03-11 16:07:14.593000+00:00,what do pigs eat,3233,https://www.africanstorybook.org/#,2,6,52
Participant10,24cce0de-96b4-41eb-bd43-110c3e25313a,2026-03-11 16:07:14.593000+00:00,what do pigs eat,7034,http://www.gutenberg.org/files/25359/25359-h/25359-h.htm#Page_294,3,6,53
Participant10,24cce0de-96b4-41eb-bd43-110c3e25313a,2026-03-11 16:07:14.594000+00:00,what do pigs eat,2540,https://freekidsbooks.org/wp-content/uploads/2019/10/FKB-Chinchilla.pdf,4,6,54
Participant10,24cce0de-96b4-41eb-bd43-110c3e25313a,2026-03-11 16:07:14.594000+00:00,what do pigs eat,6819,http://www.gutenberg.org/files/17761/17761-h/17761-h.htm,5,6,55
Participant10,24cce0de-96b4-41eb-bd43-110c3e25313a,2026-03-11 16:07:14.595000+00:00,what do pigs eat,2405,https://en.wikipedia.org/wiki/Steelmaking,6,6,56
Participant10,24cce0de-96b4-41eb-bd43-110c3e25313a,2026-03-11 16:07:14.595000+00:00,what do pigs eat,3109,https://www.africanstorybook.org/,7,6,57
Participant10,24cce0de-96b4-41eb-bd43-110c3e25313a,2026-03-11 16:07:14.596000+00:00,what do pigs eat,7393,https://drive.google.com/file/d/0B6pcGxi_-Y9PRzdONUY2a1Y5aTg/view,8,6,58
Participant10,24cce0de-96b4-41eb-bd43-110c3e25313a,2026-03-11 16:07:14.596000+00:00,what do pigs eat,2761,https://kids.frontiersin.org/article/10.3389/frym.2018.00050,9,6,59
Participant10,24cce0de-96b4-41eb-bd43-110c3e25313a,2026-03-11 16:07:14.597000+00:00,what do pigs eat,2879,https://www.africanstorybook.org/,10,6,60
Participant1,64365d9f-f36b-47f6-a915-397b285677f6,2026-03-11 15:53:14.538000+00:00,can monkeys climb trees,5117,http://www.gutenberg.org/files/8717/8717-h/8717-h.htm#10,1,1,1
Participant1,64365d9f-f36b-47f6-a915-397b285677f6,2026-03-11 15:53:14.538000+00:00,can monkeys climb trees,3417,https://www.africanstorybook.org/,2,1,2
Participant1,64365d9f-f36b-47f6-a915-397b285677f6,2026-03-11 15:53:14.538000+00:00,can monkeys climb trees,2950,https://www.africanstorybook.org/,3,1,3
Participant1,64365d9f-f36b-47f6-a915-397b285677f6,2026-03-11 15:53:14.538000+00:00,can monkeys climb trees,3441,https://www.africanstorybook.org/#,4,1,4
Participant1,64365d9f-f36b-47f6-a915-397b285677f6,2026-03-11 15:53:14.538000+00:00,can monkeys climb trees,2659,https://www.africanstorybook.org/,5,1,5
Participant1,64365d9f-f36b-47f6-a915-397b285677f6,2026-03-11 15:53:14.539000+00:00,can monkeys climb trees,2342,https://simple.wikipedia.org/wiki/Rainforest,6,1,6
Participant1,64365d9f-f36b-47f6-a915-397b285677f6,2026-03-11 15:53:14.539000+00:00,can monkeys climb trees,2988,https://www.africanstorybook.org/,7,1,7
Participant1,64365d9f-f36b-47f6-a915-397b285677f6,2026-03-11 15:53:14.539000+00:00,can monkeys climb trees,2834,https://www.africanstorybook.org/,8,1,8
Participant1,64365d9f-f36b-47f6-a915-397b285677f6,2026-03-11 15:53:14.539000+00:00,can monkeys climb trees,4707,http://www.gutenberg.org/files/7425/7425-h/7425-h.htm#iii,9,1,9
Participant1,64365d9f-f36b-47f6-a915-397b285677f6,2026-03-11 15:53:14.539000+00:00,can monkeys climb trees,3379,https://www.africanstorybook.org/,10,1,10
Participant1,64365d9f-f36b-47f6-a915-397b285677f6,2026-03-11 15:53:50.165000+00:00,can monkeys climb trees,5431,http://www.gutenberg.org/files/15374/15374-h/15374-h.htm,1,7,61
Participant1,64365d9f-f36b-47f6-a915-397b285677f6,2026-03-11 15:53:50.165000+00:00,can monkeys climb trees,1579,http://www.gutenberg.org/files/16173/16173-h/16173-h.htm#mayday,2,7,62
Participant1,64365d9f-f36b-47f6-a915-397b285677f6,2026-03-11 15:53:50.165000+00:00,can monkeys climb trees,7149,http://www.gutenberg.org/cache/epub/3152/pg3152.html,3,7,63
Participant1,64365d9f-f36b-47f6-a915-397b285677f6,2026-03-11 15:53:50.165000+00:00,can monkeys climb trees,3352,https://www.africanstorybook.org/,4,7,64
Participant1,64365d9f-f36b-47f6-a915-397b285677f6,2026-03-11 15:53:50.166000+00:00,can monkeys climb trees,1229,http://www.gutenberg.org/files/19909/19909-h/19909-h.htm#THE_VISIT,5,7,65
Participant1,64365d9f-f36b-47f6-a915-397b285677f6,2026-03-11 15:53:50.166000+00:00,can monkeys climb trees,3477,https://www.digitallibrary.io/en/books/read/3698/90190,6,7,66
Participant1,64365d9f-f36b-47f6-a915-397b285677f6,2026-03-11 15:53:50.166000+00:00,can monkeys climb trees,2907,https://www.commonlit.org/texts/amelia-earhart,7,7,67
Participant1,64365d9f-f36b-47f6-a915-397b285677f6,2026-03-11 15:53:50.166000+00:00,can monkeys climb trees,7003,http://www.gutenberg.org/files/25359/25359-h/25359-h.htm#GOSLEEP,8,7,68
Participant1,64365d9f-f36b-47f6-a915-397b285677f6,2026-03-11 15:53:50.166000+00:00,can monkeys climb trees,2795,https://kids.frontiersin.org/article/10.3389/frym.2018.00033,9,7,69
Participant1,64365d9f-f36b-47f6-a915-397b285677f6,2026-03-11 15:53:50.167000+00:00,can monkeys climb trees,5532,http://www.gutenberg.org/files/28136/28136-h/28136-h.htm#Page_45,10,7,70
Participant20,07403d1c-12db-450a-8e4f-c81f7d760330,2026-03-11 16:07:50.584000+00:00,causes of global warming,2083,https://simple.wikipedia.org/wiki/Global_warming,1,1,1
Participant20,07403d1c-12db-450a-8e4f-c81f7d760330,2026-03-11 16:07:50.584000+00:00,causes of global warming,2162,https://kids.frontiersin.org/article/10.3389/frym.2019.00161,2,1,2
Participant20,07403d1c-12db-450a-8e4f-c81f7d760330,2026-03-11 16:07:50.584000+00:00,causes of global warming,2655,https://kids.frontiersin.org/article/10.3389/frym.2019.00085,3,1,3
Participant20,07403d1c-12db-450a-8e4f-c81f7d760330,2026-03-11 16:07:50.584000+00:00,causes of global warming,1988,https://kids.frontiersin.org/article/10.3389/frym.2019.00154,4,1,4
Participant20,07403d1c-12db-450a-8e4f-c81f7d760330,2026-03-11 16:07:50.584000+00:00,causes of global warming,2091,https://simple.wikipedia.org/wiki/Greenhouse_effect,5,1,5
Participant20,07403d1c-12db-450a-8e4f-c81f7d760330,2026-03-11 16:07:50.584000+00:00,causes of global warming,2084,https://simple.wikipedia.org/wiki/Globalization,6,1,6
Participant20,07403d1c-12db-450a-8e4f-c81f7d760330,2026-03-11 16:07:50.585000+00:00,causes of global warming,2491,https://kids.frontiersin.org/article/10.3389/frym.2019.00069,7,1,7
Participant20,07403d1c-12db-450a-8e4f-c81f7d760330,2026-03-11 16:07:50.585000+00:00,causes of global warming,2371,https://en.wikipedia.org/wiki/Sea_level,8,1,8
Participant20,07403d1c-12db-450a-8e4f-c81f7d760330,2026-03-11 16:07:50.585000+00:00,causes of global warming,2416,https://en.wikipedia.org/wiki/Technology_assessment,9,1,9
Participant20,07403d1c-12db-450a-8e4f-c81f7d760330,2026-03-11 16:07:50.585000+00:00,causes of global warming,2322,https://en.wikipedia.org/wiki/Precipitation,10,1,10
Participant20,07403d1c-12db-450a-8e4f-c81f7d760330,2026-03-11 16:08:12.092000+00:00,causes of global warming,7459,https://en.wikipedia.org/wiki/Age_of_Discovery,1,3,21
Participant20,07403d1c-12db-450a-8e4f-c81f7d760330,2026-03-11 16:08:12.092000+00:00,causes of global warming,1936,https://en.wikipedia.org/wiki/Cash_crop,2,3,22
Participant20,07403d1c-12db-450a-8e4f-c81f7d760330,2026-03-11 16:08:12.092000+00:00,causes of global warming,5000,http://www.gutenberg.org/files/8504/8504-h/8504-h.htm#7,3,3,23
Participant20,07403d1c-12db-450a-8e4f-c81f7d760330,2026-03-11 16:08:12.093000+00:00,causes of global warming,4902,http://www.gutenberg.org/files/9076/9076-h/9076-h.htm#21,4,3,24
Participant20,07403d1c-12db-450a-8e4f-c81f7d760330,2026-03-11 16:08:12.093000+00:00,causes of global warming,6595,http://www.gutenberg.org/files/9901/9901-h/9901-h.htm,5,3,25
Participant20,07403d1c-12db-450a-8e4f-c81f7d760330,2026-03-11 16:08:12.093000+00:00,causes of global warming,5948,http://www.gutenberg.org/files/1597/1597-h/1597-h.htm,6,3,26
Participant20,07403d1c-12db-450a-8e4f-c81f7d760330,2026-03-11 16:08:12.093000+00:00,causes of global warming,8020,http://static.ehe.osu.edu/sites/beyond/penguins/downloads/feature-stories/at-home-23-text.pdf,7,3,27
Participant20,07403d1c-12db-450a-8e4f-c81f7d760330,2026-03-11 16:08:12.093000+00:00,causes of global warming,8008,http://static.ehe.osu.edu/sites/beyond/penguins/downloads/feature-stories/king-of-cold-23-text.pdf,8,3,28
Participant20,07403d1c-12db-450a-8e4f-c81f7d760330,2026-03-11 16:08:12.093000+00:00,causes of global warming,2250,https://en.wikipedia.org/wiki/Napoleon,9,3,29
Participant20,07403d1c-12db-450a-8e4f-c81f7d760330,2026-03-11 16:08:12.093000+00:00,causes of global warming,4904,http://www.gutenberg.org/files/9076/9076-h/9076-h.htm#22,10,3,30
Participant20,07403d1c-12db-450a-8e4f-c81f7d760330,2026-03-11 16:08:55.962000+00:00,climate change effects,2599,https://kids.frontiersin.org/article/10.3389/frym.2019.00136,1,1,1
Participant20,07403d1c-12db-450a-8e4f-c81f7d760330,2026-03-11 16:08:55.962000+00:00,climate change effects,1960,https://simple.wikipedia.org/wiki/Climate,2,1,2
Participant20,07403d1c-12db-450a-8e4f-c81f7d760330,2026-03-11 16:08:55.963000+00:00,climate change effects,3235,https://kids.frontiersin.org/article/10.3389/frym.2015.00014,3,1,3
Participant20,07403d1c-12db-450a-8e4f-c81f7d760330,2026-03-11 16:08:55.963000+00:00,climate change effects,2162,https://kids.frontiersin.org/article/10.3389/frym.2019.00161,4,1,4
Participant20,07403d1c-12db-450a-8e4f-c81f7d760330,2026-03-11 16:08:55.964000+00:00,climate change effects,1988,https://kids.frontiersin.org/article/10.3389/frym.2019.00154,5,1,5
Participant20,07403d1c-12db-450a-8e4f-c81f7d760330,2026-03-11 16:08:55.965000+00:00,climate change effects,3498,https://www.commonlit.org/texts/what-is-antarctica,6,1,6
Participant20,07403d1c-12db-450a-8e4f-c81f7d760330,2026-03-11 16:08:55.965000+00:00,climate change effects,2813,https://simple.wikipedia.org/wiki/Meteorology,7,1,7
Participant20,07403d1c-12db-450a-8e4f-c81f7d760330,2026-03-11 16:08:55.966000+00:00,climate change effects,2486,https://kids.frontiersin.org/article/10.3389/frym.2019.00037,8,1,8
Participant20,07403d1c-12db-450a-8e4f-c81f7d760330,2026-03-11 16:08:55.966000+00:00,climate change effects,2033,https://en.wikipedia.org/wiki/Environmental_science,9,1,9
Participant20,07403d1c-12db-450a-8e4f-c81f7d760330,2026-03-11 16:08:55.967000+00:00,climate change effects,2075,https://en.wikipedia.org/wiki/Geology,10,1,10
Participant20,07403d1c-12db-450a-8e4f-c81f7d760330,2026-03-11 16:09:16.495000+00:00,climate change effects,3035,https://www.commonlit.org/texts/water-scarcity-a-global-issue,1,6,51
Participant20,07403d1c-12db-450a-8e4f-c81f7d760330,2026-03-11 16:09:16.496000+00:00,climate change effects,4615,http://www.gutenberg.org/files/18746/18746-h/18746-h.htm#Page_774,2,6,52
Participant20,07403d1c-12db-450a-8e4f-c81f7d760330,2026-03-11 16:09:16.497000+00:00,climate change effects,6225,http://www.gutenberg.org/cache/epub/9995/pg9995-images.html,3,6,53
Participant20,07403d1c-12db-450a-8e4f-c81f7d760330,2026-03-11 16:09:16.497000+00:00,climate change effects,5862,http://www.gutenberg.org/files/1228/1228-h/1228-h.htm,4,6,54
Participant20,07403d1c-12db-450a-8e4f-c81f7d760330,2026-03-11 16:09:16.498000+00:00,climate change effects,2915,https://kids.frontiersin.org/article/10.3389/frym.2016.00017,5,6,55
Participant20,07403d1c-12db-450a-8e4f-c81f7d760330,2026-03-11 16:09:16.498000+00:00,climate change effects,2436,https://en.wikipedia.org/wiki/Ultraviolet,6,6,56
Participant20,07403d1c-12db-450a-8e4f-c81f7d760330,2026-03-11 16:09:16.498000+00:00,climate change effects,4682,http://www.online-literature.com/william-dean-howells/stories-ohio/,7,6,57
Participant20,07403d1c-12db-450a-8e4f-c81f7d760330,2026-03-11 16:09:16.499000+00:00,climate change effects,6298,http://www.gutenberg.org/files/3066/3066-h/3066-h.htm#link2HCH0001,8,6,58
Participant20,07403d1c-12db-450a-8e4f-c81f7d760330,2026-03-11 16:09:16.499000+00:00,climate change effects,2452,https://en.wikipedia.org/wiki/Vacuum_energy,9,6,59
Participant20,07403d1c-12db-450a-8e4f-c81f7d760330,2026-03-11 16:09:16.500000+00:00,climate change effects,2843,https://simple.wikipedia.org/wiki/Polarization,10,6,60
