uid,sessionID,timestamp,query,docid,url,SERP_rank,SERP_page
Participant2,358665ed-05f9-463c-b357-29b94091e948,2026-03-19 10:52:49.179000+00:00,is climete chnage real,2585,https://kids.frontiersin.org/article/10.3389/frym.2019.00051,3,1
Participant2,358665ed-05f9-463c-b357-29b94091e948,2026-03-19 10:53:03.875000+00:00,is climate change real,1960,https://simple.wikipedia.org/wiki/Climate,1,1
Participant2,358665ed-05f9-463c-b357-29b94091e948,2026-03-19 10:53:08.634000+00:00,is climate change real,1988,https://kids.frontiersin.org/article/10.3389/frym.2019.00154,3,1
Participant2,358665ed-05f9-463c-b357-29b94091e948,2026-03-19 10:53:17.639000+00:00,is climate change real,2803,https://kids.frontiersin.org/article/10.3389/frym.2018.00010,2,3
Participant2,358665ed-05f9-463c-b357-29b94091e948,2026-03-19 10:53:26.475000+00:00,is climate change real,6240,http://www.gutenberg.org/files/17993/17993-h/17993-h.htm,5,3
Participant2,358665ed-05f9-463c-b357-29b94091e948,2026-03-19 10:53:38.083000+00:00,is climate change real,2457,https://kids.frontiersin.org/article/10.3389/frym.2020.00049,1,4
Participant2,358665ed-05f9-463c-b357-29b94091e948,2026-03-19 10:53:47.902000+00:00,is climate change real,3816,http://www.gutenberg.org/cache/epub/8075/pg8075-images.html,4,4
Participant3,5cb5b8f2-6892-4106-9aaa-2be16016a862,2026-03-19 10:47:45.922000+00:00,fox live where,6891,http://www.gutenberg.org/files/4980/4980-h/4980-h.htm,1,2
Participant3,5cb5b8f2-6892-4106-9aaa-2be16016a862,2026-03-19 10:47:54.309000+00:00,fox live where,6886,http://www.gutenberg.org/files/14732/14732-h/14732-h.htm,10,2
Participant3,5cb5b8f2-6892-4106-9aaa-2be16016a862,2026-03-19 10:48:16.386000+00:00,where do foxs live,7034,http://www.gutenberg.org/files/25359/25359-h/25359-h.htm#Page_294,1,1
Participant3,5cb5b8f2-6892-4106-9aaa-2be16016a862,2026-03-19 10:48:21.326000+00:00,where do foxs live,2891,https://www.africanstorybook.org/#,2,1
Participant3,5cb5b8f2-6892-4106-9aaa-2be16016a862,2026-03-19 10:48:35.721000+00:00,fox habitat,2092,https://en.wikipedia.org/wiki/Habitat,1,1
Participant3,5cb5b8f2-6892-4106-9aaa-2be16016a862,2026-03-19 10:48:41.591000+00:00,fox habitat,7175,http://www.gutenberg.org/cache/epub/3152/pg3152.html,3,1
Participant3,bc54211a-9aac-4d27-96b4-9efdc0db6ace,2026-03-19 10:54:17.470000+00:00,climate change greenhouse,2091,https://simple.wikipedia.org/wiki/Greenhouse_effect,4,1
Participant3,bc54211a-9aac-4d27-96b4-9efdc0db6ace,2026-03-19 10:54:27.344000+00:00,climate change greenhouse,1960,https://simple.wikipedia.org/wiki/Climate,3,1
Participant3,bc54211a-9aac-4d27-96b4-9efdc0db6ace,2026-03-19 10:54:39.805000+00:00,climate change greenhouse,2599,https://kids.frontiersin.org/article/10.3389/frym.2019.00136,10,1
Participant3,bc54211a-9aac-4d27-96b4-9efdc0db6ace,2026-03-19 10:54:57.391000+00:00,climate change greenhouse,4963,http://www.gutenberg.org/files/15417/15417-h/15417-h.htm,2,2
Participant3,bc54211a-9aac-4d27-96b4-9efdc0db6ace,2026-03-19 10:55:31.885000+00:00,clime change causes,7349,http://www.gutenberg.org/files/38750/38750-h/38750-h.htm#Page_281,9,1
Participant3,bc54211a-9aac-4d27-96b4-9efdc0db6ace,2026-03-19 10:55:38.147000+00:00,clime change causes,2691,https://kids.frontiersin.org/article/10.3389/frym.2019.00134,10,1
